"subq","tags"
"B08quad_15x10","1438 54329 54346 54347 54351 54353 54354 54356 79748 79749 79750 79870 79871 79872 82484"
"B08quad_15x15","1428 1430 1432 1442 54330 54339 54340 54341 54342 54343 54344"
"B08quad_15x5","1444 54384 54385 54387 54390 54391 79723 79724 79725 79726 79727"
"B08quad_5x0","1485 54298 54299 54301 79710 79711 79713 79714 79715"
"B08quad_5x10","1445 1467 1473 54323 54327 79743 79744 79745"
"B08quad_5x15","1463 54315 54316 54318 54319 54320 54321 79887 79890 79893 79897"
"B08quad_5x5","54292 54293 54294 54295 79732 79733 79734 79735"
"B09quad_0x0","1555 54396 54397 79789 79875 79876 79880 79883"
"B09quad_0x10","54406 54426 54427 54428 79762 79763 79764 79765"
"B09quad_0x15","1585 1587 185849 185850 54408 54409 54409.9 54410 82521"
"B09quad_0x5","1617 79759 79760 79761 82481 82482 82483"
"B09quad_10x0","1536 1538 1540 1582 1609 54473 54475 54478 54479 54480 79879 79886 79892"
"B09quad_10x10","1550 1564 50661 54459 54464 54465 79769 79770 79771"
"B09quad_10x15","1554 1558 1570 1572 54430 54431 54432 54433 54434 54435 54436 54438 79783 79784 79785 79786"
"B09quad_10x5","1546 54468 54481 54482 79753 79754 79755 79756"
"B09quad_15x0","1614 1820 54469 54470 54472 54474 54495 54496 54497 54498 54499 54500 79878 79884"
"B09quad_15x10","1560 1592 54446 54447 54450 54452 54454 54455 79772 79773 79774 79776 79777 79778"
"B09quad_15x15","1574 1584 54439 54440 54441 54443 54444 54448 79779 79780 79781 79782"
"B09quad_15x5","1604 54490 54491 54493 79751 79882 79891"
"B09quad_5x0","1611 1619 54401 79873 79877 79881"
"B09quad_5x10","1597 1599 1601 54417 54419 54420 54423 79766 79767 79768"
"B09quad_5x15","1589 1591 1595 54411 54413 54414 54416 54466 79787 79788"
"B09quad_5x5","54399 79757 79758 82480"
"B10quad_0x0","1715 79791 79792 79793 79794"
"B10quad_0x10","1721 1723 54723 54739"
"B10quad_0x15","1735 54725 54727 54728 54729 54730 54731 54732 54810 79933 79934 79935 79937"
"B10quad_0x5","54704 54705 54707 54708 79909 79910 79911"
"B10quad_10x0","1686 54771 54773 54774 54775"
"B10quad_10x10","1692 54760 54761 54762 54763 54780 79915 79916"
"B10quad_10x15","1702 54742 54743 54744 54746 54765 54766 54767 54768 79925 79926 79927 79928 79929 79930 79931"
"B10quad_10x5","1690 1700 54714 54781 79904 79905"
"B10quad_15x0","54769 54770 54790 54792 79800 79949 79950"
"B10quad_15x10","1718 1720 54752 54753 54755 54758 79917 79918 79919 79920 79921"
"B10quad_15x15","1712 54747 54748 54749 54750 79922 79923 79924"
"B10quad_15x5","1726 1730 54782 54783 54784 54785 54786 79901 79902 79903"
"B10quad_5x0","1694 1761 1763 1765 54717 54720 54721 79795 79797 79798 79799"
"B10quad_5x10","1698 1753 50685 54736 54738 79912 79913"
"B10quad_5x15","1737 1745 1747 79932"
"B10quad_5x5","1757 54715 79906 79907 79908"
"B11quad_0x0","1957 54793 79938"
"B11quad_0x10","185845 1893 54811 54813 54814 54815 54817 54847 54848 79993 79995 79996 79997"
"B11quad_0x15","1903 54818 54821 54823 54824 54826 54827 79998 79999 80000"
"B11quad_0x5","54796 54797 54798 54799 54849 54850 79951 79952 79953 79954 79955 79956 79957"
"B11quad_10x0","185847 52922 54900 54904 79936 79941 79943 79945 79948 80054 80055 80061"
"B11quad_10x10","54888 54892 54893 54895 54897 79983 79984 79985 79986 79987 79988 79989"
"B11quad_10x15","1852 1856 1858 1860 54852 54853 54854 54856 80209 80210 80211 80212 80213 80214"
"B11quad_10x5","54902 54908 54909 79964 79965 79966 79967 79968 79969 79970 79972"
"B11quad_15x0","185846 185848 54920 54921 54922 80056 80057 80058 80060"
"B11quad_15x10","54860 54861 54870 54871 54874 54875 54876 54882 54883 54885 54886 79973 79974 79975 79976 79977 79978 79979 79980 79981 79982"
"B11quad_15x15","1862 54857 54858 54862 54863 54864 54866 54867 54869 54873 80215 80216 80217 80218 80219"
"B11quad_15x5","1878 54889 54890 54910 54911 54912 54913 54914 54915 54916 54917 54918 54919 80059 80062 80063 80064 80065 80066 80067 80068 80069 80070 80071 80072 80073 80075 80076"
"B11quad_5x0","1949 54807 54809 79939 79940 79942 79944 79946 79947"
"B11quad_5x10","1923 54833 54834 54839 54840 54842 79990 79991 79994"
"B11quad_5x15","1913 1915 1917 1919 1929 1931 1933 54828 54829 54830 54831 80201 80202 80203 80204 80205 80206 80207 80208"
"B11quad_5x5","1937 1941 54802 54803 54805 54844 79958 79959 79960 79961 79962 79963"
"B12quad_0x0","2059 2063 2067 2069 54923 54924 80289 80290 80291 80292 80297 80299"
"B12quad_0x10","2085 54945 54946 54948 54972 54976 80493"
"B12quad_0x15","2097 2101 2103 2107 50821 54950 54951 54952 80605 80606 80607"
"B12quad_0x5","2077 2079 2081 2083 2135 54929 54931 54932 80488 80489 80490 80491 80492"
"B12quad_10x0","1960 54855 55024 55025 55026 55029 80456 80457 80458 80459 80460"
"B12quad_10x10","55003 55005 55006 55007 55009 55010 55011 55013 80499 80500 80601 80602"
"B12quad_10x15","2006 2008 54980 54982 54983 55016 55017 55018 80612 80613"
"B12quad_10x5","1972 1988 55031 55032 55033 55034 80473 80474 80475 80476 80477 80478 80479 80480"
"B12quad_15x0","2050 2052 55020 55022 55042 55043 55044 55045 55046 55047 55048 55049 80461 80462 80463 80464 80465 80466"
"B12quad_15x10","2024 2026 2030 2032 54993 54995 54996 54999 55000 55035 80603 80604"
"B12quad_15x15","2004 2022 54985 80614 80615 80616 80617 80618"
"B12quad_15x5","2036 2054 55036 55038 55039 55041 80467 80468 80469 80470 80471 80472"
"B12quad_5x0","2139 2145 2149 2157 54940 54941 80285 80293 80295 80296 80298 80300 80450 80451 80452 80453 80454 80455"
"B12quad_5x10","2125 50823 54962 54964 54966 54967 54968 54969 54970 80494 80495 80496 80497"
"B12quad_5x15","2119 2121 2123 54953 54955 54958 54959 54960 80608 80609 80610 80611"
"B12quad_5x5","2129 2137 54925 54933 54934 54935 54936 54939 80481 80482 80483 80484 80485 80486 80487"
"B13quad_0x0","55052 80619 80620"
"B13quad_0x10","2251 55077 55078 55080 80680 80681 80682 80700"
"B13quad_0x15","2265 53285 55082 55086 55088 80686 80690"
"B13quad_0x5","2239 2245 2249 55056 80653 80654 80655 80656 80657 80659 80672"
"B13quad_10x0","2150 2220 54981 55146 55148 55149 55152 55153 80623 80624"
"B13quad_10x10","2208 55119 55120 55130 55131 55133 55134 80676 80678"
"B13quad_10x15","2180 2182 2184 2188 2194 55096 55108 55136 55139 80693 80695"
"B13quad_10x5","55161 80663 80664 80665 80666 80667 80668 80669 80670 80671"
"B13quad_15x0","2224 55140 55143 55144 58374 58380 7041 80625 80651 80652"
"B13quad_15x10","55113 55115 55117 55118 55121 55122 55123 55128 80673 80674 80675"
"B13quad_15x15","2200 2206 55109 55112 80694"
"B13quad_15x5","2218"
"B13quad_5x0","2275 55068 55069 55071 55072 55073 55074 80621 80622"
"B13quad_5x10","2172 2271 55099 55103 80677 80679"
"B13quad_5x15","2267 55089 80691"
"B13quad_5x5","55050 55060 55062 55063 55065 80658 80660 80661 80662"
"B14quad_0x0","55166 55167 55191 80626 80629 80630"
"B14quad_0x10","55210 81509 81510"
"B14quad_0x15","185854 2381 2383 2389 55202 81530"
"B14quad_0x5","2361 2373 55165 55171 55175 55177 81504 81505 81506 81507 81508"
"B14quad_10x0","2326 2332 55238 55239 80635 80638 80639"
"B14quad_10x10","2342 2352 80628 81513 81514"
"B14quad_10x15","55214 81521 81522 81523 81524 81525"
"B14quad_10x5","2334 2340 55248 55249 80746 80747 80748"
"B14quad_15x0","185853 55261 55263 55267 55268 55269 80632 80633"
"B14quad_15x10","2376 2378 55223 55224 55229 55230 81515 81516 81517 81518 81519 81520"
"B14quad_15x15","2366 55218 55219 55221"
"B14quad_15x5","55252 55253 55255 55257 55258 55260 80637 80641 80649"
"B14quad_5x0","2417 2419 55187 55188 80631 80640 80645"
"B14quad_5x10","55179 55211 81511 81512"
"B14quad_5x15","2393 81526 81527 81528"
"B14quad_5x5","55180 55181 55182 55183 80749 81501 81502 81503"
"B15quad_0x0","55270 55271 55273 55306 81745"
"B15quad_0x10","2493 2497 2499 2503 55307 55308 55310 55313 55316 55330 81720 81722"
"B15quad_0x15","2507 2509 2511 2513 53490 55317 81581"
"B15quad_0x5","2483 2487 55276 55278 55282 55283 55287 55288 55289 81717 81718 81719"
"B15quad_10x0","55215 55362 55363"
"B15quad_10x10","2450 2452 2454 55347 55350 55352 81723"
"B15quad_10x15","2456 55333 55353 55354"
"B15quad_10x5","2541 55296 55365 55367 81711 81712 81713 81714"
"B15quad_15x0","2440 2470 2474 2480 55355 55356 55357 55373 55374 55376 81701 81749 81750"
"B15quad_15x10","2458 55344"
"B15quad_15x15","55334 55335 55338 81725"
"B15quad_15x5","55346 55369 55370 55371 81702 81703 81704 81705 81706 81707 81708 81709"
"B15quad_5x0","2547 2549 2553 55303 81746 81747 81748"
"B15quad_5x10","2533 2535 2537 55326 55327"
"B15quad_5x15","2523 2525 2527 2531 55321 55322 55325 81576 81578 81724"
"B15quad_5x5","2485 55290 55292 55294 81715 81716"
"C00quad_0x0","191996 192781 192783 192784 192785 192786 54630"
"C00quad_0x10","129 166 188576 188577 188578 188579 188580 52539 52543 54633 54636 54637 54638 54656"
"C00quad_0x15","192717 192718 192719 192720 192721 192722 52538"
"C00quad_0x5","188581 188582 188583 188584 188585 52588 54621 54622 54623"
"C00quad_10x0","143 146 150 163 192777 192778 192779 57006 57007"
"C00quad_10x10","188531 188532 188533 188534 188535 188536 188537 54659 54662 54665 54666 54667 54675 54698 54701"
"C00quad_10x15","188545 188546 54646 54674 54676 54679 54680"
"C00quad_10x5","188593 188594 188595 57011 57012 57013 57014 57015"
"C00quad_15x0","154 188598 188599 188600 192776 57019 57020 57023 57024"
"C00quad_15x10","138 188538 188539 188540 188541 54686 54693 54694 54695 54696 54697 54699 57004 57005"
"C00quad_15x15","135 137 188542 188543 188544 421 50115 54681 54682 54690 54691"
"C00quad_15x5","156 159 160 188596 188597 57016 57017 57018"
"C00quad_5x0","192780 54631"
"C00quad_5x10","125 188526 188527 188528 188529 188530 54648 54649 54650 54652 54653 54657"
"C00quad_5x15","188547 188548 188549 192723 192724 192725 54643 54645 54647 54677"
"C00quad_5x5","116 188586 188587 188588 188589 188590 188591 188592 54628"
"C01quad_0x0","191921 191923 191924 191925 191997 191998 191999 192000 192475 255 53645 57025 57028"
"C01quad_0x10","185857 190675 192726 192727 192729 53633 57051 57053 57055"
"C01quad_0x15","191935 191936 191937 308 57059 57061 57062"
"C01quad_0x5","191970 191972 191973 191974 299 57027"
"C01quad_10x0","185856 191909 191911 191912 191913 191914 191915 327 57124 57125"
"C01quad_10x10","185860 192738 192739 192740 192741 192742 57081 57082 57085 57087 57090 57093 57097"
"C01quad_10x15","191929 191930 191931 57096 57098 57100 57102 57103"
"C01quad_10x5","191953 191954 191955 191956 191957 191958 191959 313 57131"
"C01quad_15x0","191902 191903 191904 191905 191906 191907 191908 57137 57139 57141 57145 57147"
"C01quad_15x10","192743 192744 192745 192746 192747 192749 192750 348 57077 57115 57119 57120 57123"
"C01quad_15x15","185862 191926 191927 353 57109"
"C01quad_15x5","191901 19195 191952 326 333 336 337 57135 813805"
"C01quad_5x0","185855 191917 191918 191919 191920 191922 257 332 57026 57045 57048 57049 57128 57129"
"C01quad_5x10","192730 192731 192732 192733 192734 192735 192736 192737 344 347 57037 57071 57074 57075"
"C01quad_5x15","191932 191933 191934 316"
"C01quad_5x5","191916 191960 191961 191962 191963 191964 191965 191966 191967 191968 57035 57041 57042"
"C02quad_0x0","184020 184021 184022 184024 184074 184075 184823 2625 2629 53762 57149 57151 57153 57154 57157"
"C02quad_0x10","182025 182026 182027 182029 184051 185872 53711 53712 57196 57197 57199 57203 57205 57208"
"C02quad_0x15","184088 184089 184090 184091 2657 2661 53708 57204 57210"
"C02quad_0x5","18063 184052 184053 184054 184055 184056 184057 184058 184059 18406 184060 184061 184064 184065 2633 2639 53744 57160 57161 57163 57165 57166 57168 57169 57170"
"C02quad_10x0","184004 184005 184006 184007 184008 184009 184010 57193 57259 57265"
"C02quad_10x10","182037 182038 182039 182040 57224 57225 57226 57227 57228 57230 57232 57234"
"C02quad_10x15","184092 184094 184095 18493 57231 57238 57239 57240"
"C02quad_10x5","2552 57269 57270"
"C02quad_15x0","184002 184003"
"C02quad_15x10","18042 182041 182043 182046 184098 184099 2598 57255 57256"
"C02quad_15x15","184096 184097 57244 57246 57250 57252 57254"
"C02quad_15x5","184001 2602 57271 57272 57275"
"C02quad_5x0","184011 184012 184013 184014 184015 184016 184017 184072 184073 185871 2691 2695 2699 2707 57185 57186 57187 57188 57194 57195"
"C02quad_5x10","182030 182031 182032 182033 182034 182035 182036 184100 57179 57218 57221 57222"
"C02quad_5x15","57209 57213 57214"
"C02quad_5x5","184066 184067 184068 184069 184070 184071 57158 57175 57178 57181 57183"
"C03quad_0x0","2783 57211 57285 57286 82175 82176 82177 82178 82180"
"C03quad_0x10","82117 82118 82119 82120 82121"
"C03quad_0x15","57307 57309 57310 82116 82122"
"C03quad_0x5","2789 2793 57289 57291 82198 82199"
"C03quad_10x0","57353 57354 57355 82184 82185 82186 82187 82188 82189 82190 82191"
"C03quad_10x10","57319 57320 57323 57324 57326 57327 57350 82107 82108 82109 82110 82111"
"C03quad_10x15","2706 57330 57331 57332 57333 57334 57335 57336 82129 82130 82131 82145"
"C03quad_10x5","2696 57296 57352 57356 57357 57358 57359 57360 57361 57364 57365 82102 82103 82104"
"C03quad_15x0","57362 57372 57373 57374 57375 57376 82192"
"C03quad_15x10","2730 2736 57345 57346 57348 82105 82106"
"C03quad_15x15","2710 2720 57338 57341 82146 82147 82148 82149 82150 82151 82152 82153"
"C03quad_15x5","57351 57363 57367 57368 57369 82193 82194 82195 82196 82197"
"C03quad_5x0","57215 57297 57298 57299 57301 57303 82179 82181 82182 82183"
"C03quad_5x10","57317 82112 82113 82114 82115"
"C03quad_5x15","2811 57308 57312 57314 57315 57316 82123 82124 82125 82126 82127 82128"
"C03quad_5x5","57293 57295 57318 82200"
"C04quad_0x0","2803 4217 5617 57311 57380 81207 81215"
"C04quad_0x10","5641 5643 5645 57409 57411 81247 81248"
"C04quad_0x15","50832 5655 5659 5661 5663 5665 57412 57413 82518 82519"
"C04quad_0x5","5629 5633 81244"
"C04quad_10x0","185869 185873 5588 5666 57337 57457 57458 57462 57463 57465 57466 81218 81219 81220 81221 81228 82504"
"C04quad_10x10","5606 5608 5612 57433 57434 57435 57436 81495 81496 81497 82503"
"C04quad_10x15","57422 57423 57437 57440 57442 82169 82171 82173 82174"
"C04quad_10x5","5594 5634 57460 57461 57467 57468 57469 57471 57472 57474 81235 81236 81237 81241 81242 81243 82506 82507"
"C04quad_15x0","5656 81222 81223 81224 81225 81226 81227 82505"
"C04quad_15x10","55778 5616 5630 5642 57449 57450 57451 57452 57453 57454 57455 81488 81490 81491 81492 81493 81494 82166 82167"
"C04quad_15x15","5620 57443 57444 57445 57447 5759 82168 82170 82520"
"C04quad_15x5","185870 5654 57473 57475 57478 81229 81230 81231 81232 81233 81234 81238 81240 81330 82501 82502 82508"
"C04quad_5x0","185868 2805 5586 5697 57394 57398 57399 57400 57401 57402 57403 57405 57406 57408 81216 81217"
"C04quad_5x10","5649 5679 57426 57427 57428 57430 57431 81249 81498 81499"
"C04quad_5x15","5653 5669 5671 57417 57421"
"C04quad_5x5","5691 57388 57389 57390 57392 57395 57396 57397 81245 81246"
"C05quad_0x0","50856 5703 57481 57483 58514 75344"
"C05quad_0x10","5715 5719 57488 57489 57490 57500 57501 57502 57503 57504"
"C05quad_0x15","57507 57509 57510 81902 81903"
"C05quad_0x5","5709 57486 57487 81971 81972 81973"
"C05quad_10x0","5670 5672 57556 75348 75349 75350 75351 75352 75353 81979"
"C05quad_10x10","5686 5688 57522 57529 81917 81918 81919 81920 81921 81923 81924"
"C05quad_10x15","50112 5698 57526 57530 57532 57533 57537 81907 81908"
"C05quad_10x5","5678 5680 81974 81975"
"C05quad_15x0","5722 5724 5726 57562 57564 57565 57566 57567 81977 81978"
"C05quad_15x10","5714 81912 81913 81914 81915 81916"
"C05quad_15x15","55859 5706 5708 57539 57542 57544 57545 57546 81909 81910 81911 81922"
"C05quad_15x5","50108 5718 57558 57559 57560 57561 5827 5829 81976"
"C05quad_5x0","5735 5737 57497 57498 57499 75345 75346 75347"
"C05quad_5x10","57523 81925 81926 81927 81929 81930"
"C05quad_5x15","5725 57511 57512 57513 57516 57517 57519 81904 81905 81906"
"C05quad_5x5","57491 57492 57493 57494"
"C06quad_0x0","57569 57570 57571 57574 6065 6081 80529 80530 80531 80532"
"C06quad_0x10","80573"
"C06quad_0x15","57598 57599 81374 81375 81376 81377 81378"
"C06quad_0x5","57575 57576 57593 57594 80574"
"C06quad_10x0","57536 57647 57649 57651 57664 6073 6127 80537"
"C06quad_10x10","57620 57628 57643 6163 80564 80565 80566 80567"
"C06quad_10x15","57611 57633 57636 6157 6203 80555 80556 80557 80558"
"C06quad_10x5","57623 57653 57656 57660 6105 6107 6181 6187 80543 80544 80545 80546 80547 80548"
"C06quad_15x0","50858 57665 80538 80539 80540"
"C06quad_15x10","55959 55961 55962 6171 80559 80560 80561 80562 80563"
"C06quad_15x15","57638 57639 57641 6104"
"C06quad_15x5","57661 80541 80542"
"C06quad_5x0","57582 57583 57585 57650 6093 80533 80534 80535 80536"
"C06quad_5x10","57607 57608 57609 57610 57612 57614 80568 80570 80571 80572"
"C06quad_5x15","57601 57602 57603 57605 57606 6149 80552 80553 80554 81379"
"C06quad_5x5","185865 57578 57615 57616 57618 57624 6113 6117 80549 80550 80551 80575"
"C07quad_0x0","54278 57666 57669 57670 57671 6189 6193 6219 6223 81370 81371 81372 81373"
"C07quad_0x10","57679 57701 57704 57705 57706 57707 57709 57710 57711 6231 80577 80578 80579 80580 81397 81398 81399 81400"
"C07quad_0x15","57712 57716 57717 57718 57719 57722 57723 57725 57726 6251 80776 80777 80778 80779 80780 80781 80782 80784 80785 80787"
"C07quad_0x5","50855 57672 57673 57676 57677 57678 81395 81396"
"C07quad_10x0","50864 57769 57770 57772 57773 57775 6201 6275 81361 81362 81363 81364 81365 81366"
"C07quad_10x10","6315 80753 80754 80755 80756 80786"
"C07quad_10x15","57741 57747 57748 6299 6309 80772 80773 80774"
"C07quad_10x5","57776 57779 57780 57782 81386 81387 81388 81389"
"C07quad_15x0","57640 57794 57795 57797 57798 81358 81359 81360"
"C07quad_15x10","57759 57760 57761 57762 57763 57764 57765 57767 57789 6291 80757 80758 80759 80760 80761 80763 80764 80765"
"C07quad_15x15","57751 57757 6305 80766 80767 80768 80769 80770 80771"
"C07quad_15x5","57783 57786 57787 57788 57790 57793 6283 81380 81381 81382 81383 81384 81385"
"C07quad_5x0","57687 57688 57690 57691 57692 57694 57696 57697 57698 81367 81368 81369"
"C07quad_5x10","50675 57684 57700 80581 80582 80583 80584 80590 80591 80750 80751 80752"
"C07quad_5x15","57727 57728 57729 57734 57737 57740 57742 57743 6265 80775"
"C07quad_5x5","57681 57685 81390 81391 81392 81393 81394"
"C08quad_0x0","57801 57803 57804 57805 6325 80801 80802 80803"
"C08quad_0x10","57839 57840 57841 57842 80872 80873 80874 80875 80876 80877 80878 80879"
"C08quad_0x15","57843 57844 57846 57847 57848 57849 57850 57851 6377 80880 80881 80882 80883 80884 80885"
"C08quad_0x5","57807 57808 57809 57810 57811 57813 57814 6359 6361 6367 80823 80824"
"C08quad_10x0","57886 57887 57889 57893 57894 80808 80809 80810 80811 80812 80814"
"C08quad_10x10","57869 57907 6407 6411 80836 80837 80838"
"C08quad_10x15","57870 57871 57876 57877 80891 80892 80893"
"C08quad_10x5","57901 57904 57906 80830 80831 80832"
"C08quad_15x0","57918 57920 57925 57927 6341 6343 6349 80813 80815 80816 80817 80818 80819 80820 80821 80822"
"C08quad_15x10","57883 57884 57885 6451 80833 80834 80835"
"C08quad_15x15","57879 57881 80894 80895 80896 80897 80898 80899 80900"
"C08quad_15x5","57911 57912 57913 57914 57916 6345 6441 6463"
"C08quad_5x0","57828 57829 57835 57898 57899 6331 80804 80805 80806 80807"
"C08quad_5x10","57823 57863 57864 57865 57868 57874 6391 80839 80869 80870 80871"
"C08quad_5x15","57852 57855 57859 57862 80886 80887 80888 80889 80890"
"C08quad_5x5","57818 57820 57821 57822 57825 57900 57903 6297 6395 6401 80825 80826 80827 80828 80829"
"C09quad_0x0","57928 57932 57936 80840 80841 80842"
