"tag","quad","dx","dy","gx","gy","fam","gen","epitsp","species","status","data","dap","alt","qindex","subquad","nfuste","arv_key0","arv_key","dbhcm","tagchar"
"151","C00",12.6,1.4,52.6000003814697,1.39999997615814,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-04","72","7","10x0","C00quad_10x0",1,"arv_151","arv_151.1",7.2,"000151"
"152","C00",17.1,3.2,57.1000003814697,3.20000004768372,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-06-04","147","12","15x0","C00quad_15x0",1,"arv_152","arv_152.1",14.7,"000152"
"153","C00",17.6,3.7,57.6000003814697,3.70000004768372,"Arecaceae","Euterpe","edulis","Euterpe edulis","NE","2009-06-04",NA,NA,"15x0","C00quad_15x0",1,"arv_153","arv_153.1",NA,"000153"
"154","C00",18.4,4,58.3999996185303,4,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-04","80; 34; 32","3","15x0","C00quad_15x0",3,"arv_154","arv_154.1",8,"000154"
"155","C00",17.2,4.2,57.2000007629395,4.19999980926514,"Sapotaceae","Manilkara","subsericea","Manilkara subsericea","NE","2009-06-04",NA,NA,"15x0","C00quad_15x0",1,"arv_155","arv_155.1",NA,"000155"
"156","C00",19.1,6.1,59.1000003814697,6.09999990463257,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-06-04","117","10","15x5","C00quad_15x5",1,"arv_156","arv_156.1",11.7,"000156"
"157","C00",18.5,5.4,58.5,5.40000009536743,"Fabaceae","Albizia","pedicellaris","Albizia pedicellaris","A","2009-06-04","529","15","15x5","C00quad_15x5",1,"arv_157","arv_157.1",52.9,"000157"
"158","C00",17.2,5.5,57.2000007629395,5.5,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-06-04","88","11","15x5","C00quad_15x5",1,"arv_158","arv_158.1",8.8,"000158"
"159","C00",16.1,5.4,56.1000003814697,5.40000009536743,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-06-04","86","10","15x5","C00quad_15x5",1,"arv_159","arv_159.1",8.6,"000159"
"160","C00",17.4,7.6,57.3999996185303,7.59999990463257,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","A","2009-06-04","93; 70","6","15x5","C00quad_15x5",2,"arv_160","arv_160.1",9.3,"000160"
"161","C00",14.6,4.8,54.6000003814697,4.80000019073486,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-06-04","61","4","10x0","C00quad_10x0",1,"arv_161","arv_161.1",6.1,"000161"
"162","C00",7.8,2.8,47.8000001907349,2.79999995231628,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-06-04","86","8","5x0","C00quad_5x0",1,"arv_162","arv_162.1",8.6,"000162"
"163","C00",11.3,1.5,51.3000001907349,1.5,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-04","65","6","10x0","C00quad_10x0",1,"arv_163","arv_163.1",6.5,"000163"
"164","C00",16.2,3.5,56.2000007629395,3.5,"Peraceae","Pera","glabrata","Pera glabrata","NE","2009-06-04",NA,NA,"15x0","C00quad_15x0",1,"arv_164","arv_164.1",NA,"000164"
"165","C00",3.4,12.8,43.4000000953674,12.8000001907349,"Myrtaceae","Myrcia","sp.1","Myrcia sp.1","A","2009-06-04","106","8","0x10","C00quad_0x10",1,"arv_165","arv_165.1",10.6,"000165"
"166","C00",2.8,12.6,42.7999999523163,12.6000003814697,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-04","117; 45; 22","8","0x10","C00quad_0x10",3,"arv_166","arv_166.1",11.7,"000166"
"167","C00",4.1,16.4,44.0999999046326,16.3999996185303,"Myrtaceae","Myrcia","multiflora","Myrcia multiflora","A","2009-06-04","277","16","0x15","C00quad_0x15",1,"arv_167","arv_167.1",27.7,"000167"
"168","B00",18.7,15.4,38.7000007629395,15.3999996185303,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-11-02","129","10","15x15","B00quad_15x15",1,"arv_168","arv_168.1",12.9,"000168"
"169","B00",17.9,16.3,37.8999996185303,16.2999992370605,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-11-02","52.5","7","15x15","B00quad_15x15",1,"arv_169","arv_169.1",5.2,"000169"
"170","C00",1.7,16.3,41.7000000476837,16.2999992370605,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-06-04","69; 34","7","0x15","C00quad_0x15",2,"arv_170","arv_170.1",6.9,"000170"
"171","B01",9.8,2.8,29.8000001907349,22.7999999523163,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","A","2009-02-13","118","8","5x0","B01quad_5x0",1,"arv_171","arv_171.1",11.8,"000171"
"172","B01",14.4,1.5,34.3999996185303,21.5,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-02-13","122","8.5","10x0","B01quad_10x0",1,"arv_172","arv_172.1",12.2,"000172"
"173","B01",14.6,2.6,34.6000003814697,22.5999999046326,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","A","2009-02-13","110","8","10x0","B01quad_10x0",1,"arv_173","arv_173.1",11,"000173"
"174","B01",14.9,4.5,34.8999996185303,24.5,"Myrtaceae","Myrcia","multiflora","Myrcia multiflora","A","2009-02-13","195","11","10x0","B01quad_10x0",1,"arv_174","arv_174.1",19.5,"000174"
"175","B01",2.7,13.5,22.7000000476837,33.5,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-02-13","47","7","0x10","B01quad_0x10",1,"arv_175","arv_175.1",4.7,"000175"
"177","B01",7.3,16.3,27.3000001907349,36.2999992370605,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","D","2009-02-13",NA,NA,"5x15","B01quad_5x15",1,"arv_177","arv_177.1",NA,"000177"
"178","B01",7.4,16.5,27.4000000953674,36.5,"Myrtaceae","Myrcia","glabra","Myrcia glabra","D","2009-02-13",NA,NA,"5x15","B01quad_5x15",1,"arv_178","arv_178.1",NA,"000178"
"179","B01",19.7,6.2,39.7000007629395,26.1999998092651,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-02-13","140","9","15x5","B01quad_15x5",1,"arv_179","arv_179.1",14,"000179"
"180","B01",19.5,9,39.5,29,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","70","8","15x5","B01quad_15x5",1,"arv_180","arv_180.1",7,"000180"
"181","B01",1.1,18.5,21.1000000238419,38.5,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-02-13","57","6","0x15","B01quad_0x15",1,"arv_181","arv_181.1",5.7,"000181"
"182","B01",1.1,17.6,21.1000000238419,37.6000003814697,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-02-13","151","10","0x15","B01quad_0x15",1,"arv_182","arv_182.1",15.1,"000182"
"183","B01",1.4,16.3,21.3999999761581,36.2999992370605,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","62","8","0x15","B01quad_0x15",1,"arv_183","arv_183.1",6.2,"000183"
"184","B01",14.8,3.5,34.8000001907349,23.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","72","10","10x0","B01quad_10x0",1,"arv_184","arv_184.1",7.2,"000184"
"185","B01",14.7,5.1,34.6999998092651,25.0999999046326,"Myrtaceae","Psidium","cattleyanum","Psidium cattleyanum","A","2009-02-13","258","15","10x5","B01quad_10x5",1,"arv_185","arv_185.1",25.8,"000185"
"186","B01",9.8,8,29.8000001907349,28,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-02-13","70","6","5x5","B01quad_5x5",1,"arv_186","arv_186.1",7,"000186"
"187","B01",5.5,6,25.5,26,"Myrtaceae","Myrcia","multiflora","Myrcia multiflora","A","2009-02-13","276","16","5x5","B01quad_5x5",1,"arv_187","arv_187.1",27.6,"000187"
"188","B01",13.5,11.1,33.5,31.1000003814697,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","D","2009-02-13",NA,NA,"10x10","B01quad_10x10",1,"arv_188","arv_188.1",NA,"000188"
"189","B01",4.5,5,24.5,25,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-02-13","93.5; 39.5; 20.5; 18","7.5","0x5","B01quad_0x5",4,"arv_189","arv_189.1",9.3,"000189"
"190","B01",4.6,4,24.5999999046326,24,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-02-13","92; 38.5; 21","9","0x0","B01quad_0x0",3,"arv_190","arv_190.1",9.2,"000190"
"191","B01",2.7,3.4,22.7000000476837,23.4000000953674,"Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","A","2009-02-13","424","17","0x0","B01quad_0x0",1,"arv_191","arv_191.1",42.4,"000191"
"192","B01",3.3,3.3,23.2999999523163,23.2999999523163,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","55","7","0x0","B01quad_0x0",1,"arv_192","arv_192.1",5.5,"000192"
"193","B01",17,15.4,37,35.3999996185303,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","69","8.5","15x15","B01quad_15x15",1,"arv_193","arv_193.1",6.9,"000193"
"194","B01",0.2,3.1,20.2000000029802,23.0999999046326,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","64.5","9","0x0","B01quad_0x0",1,"arv_194","arv_194.1",6.5,"000194"
"195","B01",0.2,5.1,20.2000000029802,25.0999999046326,"Myrtaceae","Myrcia","multiflora","Myrcia multiflora","A","2009-02-13","304","15.5","0x5","B01quad_0x5",1,"arv_195","arv_195.1",30.4,"000195"
"196","B01",14.6,15.4,34.6000003814697,35.3999996185303,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-02-13","168","11.5","10x15","B01quad_10x15",1,"arv_196","arv_196.1",16.8,"000196"
"197","B01",12.8,16.1,32.8000001907349,36.1000003814697,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-02-13","68; 44; 43","6.5","10x15","B01quad_10x15",3,"arv_197","arv_197.1",6.8,"000197"
"198","B01",13,14.8,33,34.8000001907349,"Lauraceae","Ocotea","pulchella","Ocotea pulchella","A","2009-02-13","238","11.5","10x10","B01quad_10x10",1,"arv_198","arv_198.1",23.8,"000198"
"199","B01",18,19.9,38,39.8999996185303,"Myrtaceae","Myrcia","pulchra","Myrcia pulchra","A","2009-02-13","59","7.5","15x15","B01quad_15x15",1,"arv_199","arv_199.1",5.9,"000199"
"200","B01",1.1,0.2,21.1000000238419,20.2000000029802,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","A","2009-02-13","152","8.5","0x0","B01quad_0x0",1,"arv_200","arv_200.1",15.2,"000200"
"201","B01",17.7,4.4,37.7000007629395,24.4000000953674,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-02-13","366","11.5","15x0","B01quad_15x0",1,"arv_201","arv_201.1",36.6,"000201"
"202","B01",18.5,16.1,38.5,36.1000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","84","10","15x15","B01quad_15x15",1,"arv_202","arv_202.1",8.4,"000202"
"203","A01",1.3,0.7,1.29999995231628,20.6999999880791,"Primulaceae","Myrsine","venosa","Myrsine venosa","A","2009-04-03","93","7","0x0","A01quad_0x0",1,"arv_203","arv_203.1",9.3,"000203"
"204","A01",5.4,3.2,5.40000009536743,23.2000000476837,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-04-03","88","9","5x0","A01quad_5x0",1,"arv_204","arv_204.1",8.8,"000204"
"205","A01",7.9,0.6,7.90000009536743,20.6000000238419,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-04-03","71","10","5x0","A01quad_5x0",1,"arv_205","arv_205.1",7.1,"000205"
"207","A05",11.3,2.4,11.3000001907349,102.400000095367,"Fabaceae","Ormosia","arborea","Ormosia arborea","NE","2009-02-06",NA,NA,"10x0","A05quad_10x0",1,"arv_207","arv_207.1",NA,"000207"
"208","A05",7.9,0.8,7.90000009536743,100.800000011921,"Annonaceae","Guatteria","australis","Guatteria australis","NE","2009-02-06",NA,NA,"5x0","A05quad_5x0",1,"arv_208","arv_208.1",NA,"000208"
"209","A05",0.5,2.1,0.5,102.099999904633,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","NE","2009-02-06",NA,NA,"0x0","A05quad_0x0",1,"arv_209","arv_209.1",NA,"000209"
"210","A01",17.8,2.9,17.7999992370605,22.9000000953674,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-04-03",NA,NA,"15x0","A01quad_15x0",1,"arv_210","arv_210.1",NA,"000210"
"211","B01",19,11.5,39,31.5,"Myrtaceae","Siphoneugena","guilfoyleiana","Siphoneugena guilfoyleiana","A","2009-02-13","172","11.5","15x10","B01quad_15x10",1,"arv_211","arv_211.1",17.2,"000211"
"212","B01",18.5,12.7,38.5,32.6999998092651,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-02-13","71.6; 29","6","15x10","B01quad_15x10",2,"arv_212","arv_212.1",7.2,"000212"
"213","B01",14.9,9.6,34.8999996185303,29.6000003814697,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","A","2009-02-13","112","9","10x5","B01quad_10x5",1,"arv_213","arv_213.1",11.2,"000213"
"214","B01",14.4,11.7,34.3999996185303,31.6999998092651,"Myrtaceae","Eugenia","sulcata","Eugenia sulcata","A","2009-02-13","52","7","10x10","B01quad_10x10",1,"arv_214","arv_214.1",5.2,"000214"
"215","B01",13.5,11.9,33.5,31.8999996185303,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","A","2009-02-13","106","8","10x10","B01quad_10x10",1,"arv_215","arv_215.1",10.6,"000215"
"216","B01",6.1,5.6,26.0999999046326,25.5999999046326,"Myrtaceae","Eugenia","sulcata","Eugenia sulcata","A","2009-02-13","61","5.5","5x5","B01quad_5x5",1,"arv_216","arv_216.1",6.1,"000216"
"217","B01",7.4,9.6,27.4000000953674,29.6000003814697,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-02-13","360","18","5x5","B01quad_5x5",1,"arv_217","arv_217.1",36,"000217"
"218","B01",14.8,5.6,34.8000001907349,25.5999999046326,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","A","2009-02-13","639","20","10x5","B01quad_10x5",1,"arv_218","arv_218.1",63.9,"000218"
"219","B01",8.9,10.7,28.8999996185303,30.6999998092651,"Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","A","2009-02-13","76","8","5x10","B01quad_5x10",1,"arv_219","arv_219.1",7.6,"000219"
"220","B01",7,11.9,27,31.8999996185303,"Fabaceae","Albizia","pedicellaris","Albizia pedicellaris","A","2009-02-13","110","8.5","5x10","B01quad_5x10",1,"arv_220","arv_220.1",11,"000220"
"221","B01",5.8,12.1,25.8000001907349,32.1000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","111","8","5x10","B01quad_5x10",1,"arv_221","arv_221.1",11.1,"000221"
"223","B01",4.8,6.6,24.8000001907349,26.5999999046326,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-02-13","75","10","0x5","B01quad_0x5",1,"arv_223","arv_223.1",7.5,"000223"
"225","B01",4.7,8.4,24.6999998092651,28.3999996185303,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-02-13","57; 55; 45; 45; 31; 21; 21; 16","6","0x5","B01quad_0x5",8,"arv_225","arv_225.1",5.7,"000225"
"226","B01",13.9,9.8,33.8999996185303,29.8000001907349,"Arecaceae","Euterpe","edulis","Euterpe edulis","D","2009-02-13",NA,NA,"10x5","B01quad_10x5",1,"arv_226","arv_226.1",NA,"000226"
"227","B01",19.2,7,39.2000007629395,27,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","NE","2009-02-13",NA,NA,"15x5","B01quad_15x5",1,"arv_227","arv_227.1",NA,"000227"
"228","B01",0.1,13.1,20.1000000014901,33.1000003814697,"Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","A","2009-02-13","72","8","0x10","B01quad_0x10",1,"arv_228","arv_228.1",7.2,"000228"
"229","B01",19.2,3,39.2000007629395,23,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-02-13","89","9","15x0","B01quad_15x0",1,"arv_229","arv_229.1",8.9,"000229"
"230","B01",7.1,18.7,27.0999999046326,38.7000007629395,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-02-13","68","8","5x15","B01quad_5x15",1,"arv_230","arv_230.1",6.8,"000230"
"231","B01",9.5,19.2,29.5,39.2000007629395,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-02-13","46","7.5","5x15","B01quad_5x15",1,"arv_231","arv_231.1",4.6,"000231"
"234","B01",7,3.5,27,23.5,"Chloranthaceae","Hedyosmum","brasiliense","Hedyosmum brasiliense","D","2009-02-13",NA,NA,"5x0","B01quad_5x0",1,"arv_234","arv_234.1",NA,"000234"
"235","A01",6.6,4.5,6.59999990463257,24.5,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-04-03","71","11","5x0","A01quad_5x0",1,"arv_235","arv_235.1",7.1,"000235"
"236","A01",8.3,4.3,8.30000019073486,24.3000001907349,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-04-03","60","6","5x0","A01quad_5x0",1,"arv_236","arv_236.1",6,"000236"
"237","A01",8.8,3.3,8.80000019073486,23.2999999523163,"Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","A","2009-04-03","182","12","5x0","A01quad_5x0",1,"arv_237","arv_237.1",18.2,"000237"
"238","A01",7.3,3.8,7.30000019073486,23.7999999523163,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-04-03","81","8","5x0","A01quad_5x0",1,"arv_238","arv_238.1",8.1,"000238"
"239","A01",1.7,4.5,1.70000004768372,24.5,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-04-03","58","9","0x0","A01quad_0x0",1,"arv_239","arv_239.1",5.8,"000239"
"240","A01",17.7,2.4,17.7000007629395,22.4000000953674,"Arecaceae","Euterpe","edulis","Euterpe edulis","D","2009-04-03",NA,NA,"15x0","A01quad_15x0",1,"arv_240","arv_240.1",NA,"000240"
"241","A01",7.6,5.4,7.59999990463257,25.4000000953674,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","A","2009-04-03","92","9","5x5","A01quad_5x5",1,"arv_241","arv_241.1",9.2,"000241"
"242","A01",6,7,6,27,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-04-03","53","3","5x5","A01quad_5x5",1,"arv_242","arv_242.1",5.3,"000242"
"243","A01",5.5,8.7,5.5,28.6999998092651,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-04-03","157","12","5x5","A01quad_5x5",1,"arv_243","arv_243.1",15.7,"000243"
"244","A01",5.7,8,5.69999980926514,28,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-04-03","107","10","5x5","A01quad_5x5",1,"arv_244","arv_244.1",10.7,"000244"
"245","A01",2,9.5,2,29.5,"Myrtaceae","Myrcia","glabra","Myrcia glabra","A","2009-04-03","136","14","0x5","A01quad_0x5",1,"arv_245","arv_245.1",13.6,"000245"
"246","A01",5.7,9.4,5.69999980926514,29.3999996185303,"Myrtaceae","Myrcia","sp.1","Myrcia sp.1","A","2009-04-03","213","14","5x5","A01quad_5x5",1,"arv_246","arv_246.1",21.3,"000246"
"247","A01",14.4,10.2,14.3999996185303,30.1999998092651,"Arecaceae","Euterpe","edulis","Euterpe edulis","NE","2009-04-03",NA,NA,"10x10","A01quad_10x10",1,"arv_247","arv_247.1",NA,"000247"
"248","A01",6.8,10.7,6.80000019073486,30.6999998092651,"Myrtaceae","Pimenta","pseudocaryophyllus","Pimenta pseudocaryophyllus","A","2009-04-03","94","10","5x10","A01quad_5x10",1,"arv_248","arv_248.1",9.4,"000248"
"249","A01",1.7,16.1,1.70000004768372,36.1000003814697,"Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","A","2009-04-03","99","8","0x15","A01quad_0x15",1,"arv_249","arv_249.1",9.9,"000249"
"250","A01",2.3,19.3,2.29999995231628,39.2999992370605,"Lauraceae","Ocotea","pulchella","Ocotea pulchella","A","2009-04-03","380","14","0x15","A01quad_0x15",1,"arv_250","arv_250.1",38,"000250"
"251","A01",4.8,19.6,4.80000019073486,39.6000003814697,"Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","A","2009-04-03","78","9","0x15","A01quad_0x15",1,"arv_251","arv_251.1",7.8,"000251"
"252","A01",5.7,19.6,5.69999980926514,39.6000003814697,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-04-03","102","11","5x15","A01quad_5x15",1,"arv_252","arv_252.1",10.2,"000252"
"253","A01",6.5,19.5,6.5,39.5,"Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","A","2009-04-03","118","12","5x15","A01quad_5x15",1,"arv_253","arv_253.1",11.8,"000253"
"254","A01",8.9,19.6,8.89999961853027,39.6000003814697,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","A","2009-04-03","75","7","5x15","A01quad_5x15",1,"arv_254","arv_254.1",7.5,"000254"
"255","C01",0.7,1.6,40.6999999880791,21.6000000238419,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-08-04","95","9","0x0","C01quad_0x0",1,"arv_255","arv_255.1",9.5,"000255"
"256","C01",6.6,0.1,46.5999999046326,20.1000000014901,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-08-04","145","12.5","5x0","C01quad_5x0",1,"arv_256","arv_256.1",14.5,"000256"
"257","C01",5.8,1.7,45.8000001907349,21.7000000476837,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-08-04","59","6.5","5x0","C01quad_5x0",1,"arv_257","arv_257.1",5.9,"000257"
"258","C01",4.4,2.6,44.4000000953674,22.5999999046326,"Myrtaceae","Psidium","cattleyanum","Psidium cattleyanum","A","2009-08-04","61","7.5","0x0","C01quad_0x0",1,"arv_258","arv_258.1",6.1,"000258"
"259","C01",3.7,3.6,43.7000000476837,23.5999999046326,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","A","2009-08-04","61","7.5","0x0","C01quad_0x0",1,"arv_259","arv_259.1",6.1,"000259"
"260","C01",5.3,3,45.3000001907349,23,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-08-04","90","8.5","5x0","C01quad_5x0",1,"arv_260","arv_260.1",9,"000260"
"261","A01",16.7,7.5,16.7000007629395,27.5,"Clusiaceae","Calophyllum","brasiliense","Calophyllum brasiliense","A","2009-04-03","262","12.5","15x5","A01quad_15x5",1,"arv_261","arv_261.1",26.2,"000261"
"262","A01",16,2,16,22,"Myrtaceae","Myrcia","multiflora","Myrcia multiflora","A","2009-04-03","101","9.5","15x0","A01quad_15x0",1,"arv_262","arv_262.1",10.1,"000262"
"263","A01",11.4,2.3,11.3999996185303,22.2999999523163,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-04-03","83; 51","5","10x0","A01quad_10x0",2,"arv_263","arv_263.1",8.3,"000263"
"264","A01",11,1.4,11,21.3999999761581,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-04-03","84","7","10x0","A01quad_10x0",1,"arv_264","arv_264.1",8.4,"000264"
"265","A01",12,10.1,12,30.1000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-04-03","91","13","10x10","A01quad_10x10",1,"arv_265","arv_265.1",9.1,"000265"
